ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	RECONSTRUCTION	CONCEPT	POS
14,078	0	Penange	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	sà:mnò	sà:mnò					SOAP	noun
14,079	0	PergeTegu	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	sǎmnà	sǎmnà					SOAP	noun
14,08	0	Tiranige	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	sámúnù	sámúnù					SOAP	noun
14,081	0	TogoKan	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	sáná	sáná					SOAP	noun
14,082	0	TommoSoTongoTongo	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	ɛ̀sɛ̀-ndú	ɛ̀sɛ̀-n-dú					SOAP	noun
14,083	0	ToroTegu	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	ɛ́rá, ɛ̀rà pírú	ɛ́rá					SOAP	noun
14,083	1	ToroTegu	soap	savon					ɛ́rá, ɛ̀rà pírú	ɛ̀rà pírú						noun
14,084	0	YandaDom	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	ɛ́rⁿɛ́, ɛ̀rⁿɛ̀-sàmbûn	ɛ́rⁿɛ́					SOAP	noun
14,084	1	YandaDom	soap	savon					ɛ́rⁿɛ́, ɛ̀rⁿɛ̀-sàmbûn	ɛ̀rⁿɛ̀-sàmbûn						noun
14,085	0	YornoSo	soap	savon	soap	savon	soda ash/soap/soap	potasse/savon/savon	sǎmnɛ̀	sǎmnɛ̀					SOAP	noun
14,086	0	BankanTey	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	pɛ́ntìrì	pɛ́ntìrì					PAINT (PIGMENTS)	noun
14,087	0	BenTey	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	péndírì	péndírì					PAINT (PIGMENTS)	noun
14,088	0	JamsayDouentza	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	péntírì	péntírì					PAINT (PIGMENTS)	noun
14,089	0	Mombo	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	péndírì	péndírì					PAINT (PIGMENTS)	noun
14,09	0	BonduSoNajamba	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	pìjâ:\\pìjɛ̂:	pìjâ:	pìjɛ̂:				PAINT (PIGMENTS)	noun
14,091	0	Nanga	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	péndírì	péndírì					PAINT (PIGMENTS)	noun
14,092	0	PergeTegu	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	bɔ́rⁿíyⁿɔ̀m	bɔ́rⁿíyⁿɔ̀m					PAINT (PIGMENTS)	noun
14,093	0	TogoKan	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	pɛ́ⁿtírí	pɛ́ⁿtírí					PAINT (PIGMENTS)	noun
14,094	0	TommoSoTongoTongo	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	pɛ̀ndúrú	pɛ̀n-dú-rú					PAINT (PIGMENTS)	noun
14,095	0	ToroTegu	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	péntúrù	péntúrù					PAINT (PIGMENTS)	noun
14,096	0	YandaDom	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	péndù	péndù					PAINT (PIGMENTS)	noun
14,097	0	YornoSo	paint (noun)	peinture (produit)	paint	peinture	color/dye	couleur/colorant	làsô:, pènírì	làsô:					PAINT (PIGMENTS)	noun
14,097	1	YornoSo	paint (noun)	peinture (produit)					làsô:, pènírì	pènírì						noun
14,098	0	BenTey	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàrâ: gǎyⁿ			gàrâ: gǎyⁿ			DYE	verb
14,099	0	JamsayDouentza	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàrá kúnó			gàrá kúnó			DYE	verb
14,1	0	BonduSoNajamba	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàlá gǎn			gàlá gǎn			DYE	verb
14,101	0	Nanga	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàrá gàrⁿí			gàrá gàrⁿí			DYE	verb
14,102	0	PergeTegu	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàrá kúló			gàrá kúló			DYE	verb
14,103	0	TogoKan	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàrá kúǹ			gàrá kúǹ			DYE	verb
14,104	0	ToroTegu	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	lígú\\lígó			lígó			DYE	verb
14,105	0	YandaDom	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàlà kún-dó			gàlà kún-dó			DYE	verb
14,106	0	YornoSo	dye, apply colors to (fabric)	teindre, appliquer des colorants à (tissu)	dye (verb)	teindre	color/dye	couleur/colorant	gàlá kúnɔ́			gàlá kúnɔ́			DYE	verb
14,107	0	BankanTey	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:	sî:					COLOR	noun
14,108	0	BenTey	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:, tɔ̌w	sî:					COLOR	noun
14,108	1	BenTey	color (as in what color?)	couleur (comme dans « quelle couleur? »)					sî:, tɔ̌w	tɔ̌w						noun
14,109	0	Bunoge	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sì (sì:)	sì	sì:				COLOR	noun
14,11	0	DogulDomBendiely	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	kùlɛ́ɛ̀r	kùlɛ́ɛ̀r					COLOR	noun
14,111	0	DonnoSo	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	tɔ̀gú	tɔ̀gú					COLOR	noun
14,112	0	JamsayDouentza	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:, tɔ̀gú	sî:					COLOR	noun
14,112	1	JamsayDouentza	color (as in what color?)	couleur (comme dans « quelle couleur? »)					sî:, tɔ̀gú	tɔ̀gú						noun
14,113	0	Mombo	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	péndírì	péndírì					COLOR	noun
14,114	0	BonduSoNajamba	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:	sî:					COLOR	noun
14,115	0	Nanga	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:	sî:					COLOR	noun
14,116	0	Penange	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sí:	sí:					COLOR	noun
14,117	0	PergeTegu	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	bɔ́rⁿíyⁿɔ̀m	bɔ́rⁿíyⁿɔ̀m					COLOR	noun
14,118	0	TogoKan	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	kúlɛ́:rú	kúlɛ́:rú					COLOR	noun
14,119	0	TommoSoTongoTongo	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	kúlɛ́ɛ̀r	kúlɛ́ɛ̀r					COLOR	noun
14,12	0	ToroTegu	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:	sî:					COLOR	noun
14,121	0	YandaDom	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	tɔ̀gù	tɔ̀gù					COLOR	noun
14,122	0	YornoSo	color (as in what color?)	couleur (comme dans « quelle couleur? »)	color	couleur	color/color	couleur/couleur	sî:	sî:					COLOR	noun
14,123	0	Ampari	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	kòrò (kòrò gé)	kòrò	kòrò gé				BLACK	adjective
14,124	0	BankanTey	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀mɛ̂yⁿ	jɛ̀mɛ̂yⁿ					BLACK	adjective
14,125	0	BenTey	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jéwⁿè-wⁿ\\jéwⁿè-m\\jéwⁿè-yè	jéwⁿè-wⁿ	jéwⁿè-m				BLACK	adjective
14,125	1	BenTey	black, dark	noir, sombre					jéwⁿè-wⁿ\\jéwⁿè-m\\jéwⁿè-yè	jéwⁿè-wⁿ	jéwⁿè-yè					adjective
14,126	0	Bunoge	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	yɔ̀:lɛ̀	yɔ̀:lɛ̀					BLACK	adjective
14,127	0	DogulDomBendiely	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ́mɛ̀ŋ	gɛ́mɛ̀ŋ					BLACK	adjective
14,128	0	DogulDomKundialang	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ́mɛ̀-ŋ̀	gɛ́mɛ̀-ŋ̀					BLACK	adjective
14,129	0	DonnoSo	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ̂ŋ	gɛ̂ŋ					BLACK	adjective
14,13	0	JamsayGourou	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ́m	gɛ́m					BLACK	adjective
14,131	0	JamsayDouentza	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́m	jɛ́m					BLACK	adjective
14,132	0	JamsayMondoro	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́m	jɛ́m					BLACK	adjective
14,133	0	Mombo	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	wɛ́rɛ́dɛ́	wɛ́rɛ́dɛ́					BLACK	adjective
14,134	0	BonduSoNajamba	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́mɛ̀\\jɛ́mɛ̀-ŋgò	jɛ́mɛ̀	jɛ́mɛ̀-ŋgò				BLACK	adjective
14,135	0	Nanga	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́mí	jɛ́mí					BLACK	adjective
14,136	0	Penange	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	yɔ́rdɛ́	yɔ́rdɛ́					BLACK	adjective
14,137	0	PergeTegu	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jém	jém					BLACK	adjective
14,138	0	TebulUre	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́mɛ̀:\\jɛ́m-bɔ̀\\jɛ́m-gɔ̀	jɛ́mɛ̀:	jɛ́m-bɔ̀				BLACK	adjective
14,138	1	TebulUre	black, dark	noir, sombre					jɛ́mɛ̀:\\jɛ́m-bɔ̀\\jɛ́m-gɔ̀	jɛ́mɛ̀:	jɛ́m-gɔ̀					adjective
14,139	0	Tiranige	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́mɛ́	jɛ́mɛ́					BLACK	adjective
14,14	0	TogoKan	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ́ⁿ	gɛ́ⁿ					BLACK	adjective
14,141	0	TommoSoTongoTongo	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ́m	gɛ́m					BLACK	adjective
14,142	0	ToroTegu	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jɛ́m	jɛ́m					BLACK	adjective
14,143	0	YandaDom	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	jèmɛ́	jèmɛ́					BLACK	adjective
14,144	0	YornoSo	black, dark	noir, sombre	black, dark	noir, foncé	color/black	couleur/noir	gɛ́m	gɛ́m					BLACK	adjective
14,145	0	BankanTey	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jèmbíré	jèmbíré					DARK	adjective
14,146	0	BenTey	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jèmdé	jèmdé					DARK	adjective
14,147	0	Bunoge	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	yɔ́llɛ̀	yɔ́llɛ̀					DARK	adjective
14,148	0	DonnoSo	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	gɛ̀mì-nd-ɛ́:-\\gɛ́mì-nd-ì-ỳ	gɛ̀mì-nd-ɛ́:	gɛ́mì-nd-ì-ỳ				DARK	adjective
14,149	0	JamsayDouentza	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀m-nɛ́	jɛ̀m-nɛ́					DARK	adjective
14,15	0	JamsayMondoro	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀m-nɛ́	jɛ̀m-nɛ́					DARK	adjective
14,151	0	Mombo	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	wɛ́rɛ́dyê:	wɛ́rɛ́dyê:					DARK	adjective
14,152	0	BonduSoNajamba	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀mí-yɛ́, jɛ̀mɛ́	jɛ̀mí-yɛ́					DARK	adjective
14,152	1	BonduSoNajamba	become black or dark	devenir noir ou foncé					jɛ̀mí-yɛ́, jɛ̀mɛ́	jɛ̀mɛ́						adjective
14,153	0	Nanga	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀mɛ́	jɛ̀mɛ́					DARK	adjective
14,154	0	Penange	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	yɔ́rádí-gè	yɔ́rádí-gè					DARK	adjective
14,155	0	PergeTegu	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀m-dɛ́, jɛ̀m-dù-wɛ́	jɛ̀m-dɛ́					DARK	adjective
14,155	1	PergeTegu	become black or dark	devenir noir ou foncé					jɛ̀m-dɛ́, jɛ̀m-dù-wɛ́	jɛ̀m-dù-wɛ́						adjective
14,156	0	TebulUre	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀mɛ́ (jɛ̀m-â:-)	jɛ̀mɛ́	ɛ̀m-â:				DARK	adjective
14,157	0	Tiranige	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ́mí-yɔ́ ~ jɛ́m-yɔ́	jɛ́mí-yɔ́					DARK	adjective
14,157	1	Tiranige	become black or dark	devenir noir ou foncé					jɛ́mí-yɔ́ ~ jɛ́m-yɔ́	jɛ́m-yɔ́						adjective
14,158	0	TogoKan	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	gɛ̂-n\\gɛ́-nɛ́	gɛ̂-n	gɛ́-nɛ́				DARK	adjective
14,159	0	TommoSoTongoTongo	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	gɛ̀mɛ́-ndí-yɛ́	gɛ̀mɛ́-ndí-yɛ́					DARK	adjective
14,16	0	ToroTegu	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jɛ̀mbù-lú\\jɛ̀mbù-lá	jɛ̀mbù-lú	jɛ̀mbù-lá				DARK	adjective
14,161	0	YandaDom	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	jèmɛ́\\jèmà-lí, jɛ́m-dí-yɛ́\\jɛ̀m-dì-yà-lí	jèmɛ́	jèmà-lí				DARK	adjective
14,161	1	YandaDom	become black or dark	devenir noir ou foncé					jèmɛ́\\jèmà-lí, jɛ́m-dí-yɛ́\\jɛ̀m-dì-yà-lí	jɛ́m-dí-yɛ́	jɛ̀m-dì-yà-lí					adjective
14,162	0	YornoSo	become black or dark	devenir noir ou foncé	black, dark	noir, foncé	color/black	couleur/noir	gɛ̌m-n-ɛ́:	gɛ̌m-n-ɛ́:					DARK	adjective
14,163	0	Ampari	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	tò:mbò (tò:mbò gé)	tò:mbò	tò:mbò gé				WHITE	adjective
14,164	0	BankanTey	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	píndɛ́	píndɛ́					WHITE	adjective
14,165	0	BenTey	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílɛ́	pílɛ́-m					WHITE	adjective
14,165	1	BenTey	white, light-colored	blanc, de couleur légère					pílɛ́	pílɛ́-yɛ̀						adjective
14,166	0	Bunoge	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	sìmà	sìmà					WHITE	adjective
14,167	0	DogulDomBendiely	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílàŋ	pílàŋ					WHITE	adjective
14,168	0	DogulDomKundialang	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílà-ŋ̀	pílà-ŋ̀					WHITE	adjective
14,169	0	DonnoSo	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílù	pílù					WHITE	adjective
14,17	0	JamsayGourou	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírú	pírú					WHITE	adjective
14,171	0	JamsayDouentza	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírú	pírú					WHITE	adjective
14,172	0	JamsayMondoro	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírú	pírú					WHITE	adjective
14,173	0	Mombo	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	tómbò	tómbò					WHITE	adjective
14,174	0	BonduSoNajamba	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílɛ̀\\pílɛ̀-ŋgò	pílɛ̀	pílɛ̀-ŋgò				WHITE	adjective
14,175	0	Nanga	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírí	pírí					WHITE	adjective
14,176	0	Penange	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	tòmbò	tòmbò					WHITE	adjective
14,177	0	PergeTegu	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírí	pírí					WHITE	adjective
14,178	0	TebulUre	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílɛ̀:	píl-mbɔ̀					WHITE	adjective
14,178	1	TebulUre	white, light-colored	blanc, de couleur légère					pílɛ̀:	pîl-gɔ̀						adjective
14,179	0	Tiranige	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	púlɛ́	púlɛ́					WHITE	adjective
14,18	0	TogoKan	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírí	pírí					WHITE	adjective
14,181	0	TommoSoTongoTongo	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílú	pílú					WHITE	adjective
14,182	0	ToroTegu	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pírú	pírú					WHITE	adjective
14,183	0	YandaDom	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	pílɛ́	pílɛ́					WHITE	adjective
14,184	0	YornoSo	white, light-colored	blanc, de couleur légère	white	blanc	color/white	couleur/blanc	píl	píl					WHITE	adjective
14,185	0	Ampari	green	vert	green	vert	color/blue/green	couleur/bleu/vert	kɔ̀jí-kòrò	kɔ̀jí-kòrò					GREEN	adjective
14,186	0	BankanTey	green	vert	green	vert	color/blue/green	couleur/bleu/vert	sàwà ɔ̀rú-m	sàwà ɔ̀rú-m					GREEN	adjective
14,187	0	BenTey	green	vert	green	vert	color/blue/green	couleur/bleu/vert	sàwà: ɔ̀rú	sàwà: ɔ̀rú					GREEN	adjective
14,188	0	Bunoge	green	vert	green	vert	color/blue/green	couleur/bleu/vert	kɔ̀jí kàjì	kɔ̀jí kàjì					GREEN	adjective
14,189	0	DogulDomBendiely	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́ràŋ	wɛ́ràŋ					GREEN	adjective
14,19	0	DogulDomKundialang	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́rɛ̀-ŋ̀	wɛ́rɛ̀-ŋ̀					GREEN	adjective
14,191	0	DonnoSo	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́rù	wɛ́rù					GREEN	adjective
14,192	0	JamsayGourou	green	vert	green	vert	color/blue/green	couleur/bleu/vert	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀ ɔ̀rú					GREEN	adjective
14,193	0	JamsayDouentza	green	vert	green	vert	color/blue/green	couleur/bleu/vert	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀ ɔ̀rú					GREEN	adjective
14,194	0	Mombo	green	vert	green	vert	color/blue/green	couleur/bleu/vert	kɔ́jí kólò	kɔ́jí kólò					GREEN	adjective
14,195	0	BonduSoNajamba	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́rɛ̀\\wɛ́rɛ̀-ŋgò	wɛ́rɛ̀	wɛ́rɛ̀-ŋgò				GREEN	adjective
14,196	0	Nanga	green	vert	green	vert	color/blue/green	couleur/bleu/vert	sàwà ɔ̀rí	sàwà ɔ̀rí					GREEN	adjective
14,197	0	Penange	green	vert	green	vert	color/blue/green	couleur/bleu/vert	kɔ̀jì kòlò ("grass fresh")	kɔ̀jì kòlò					GREEN	adjective
14,198	0	PergeTegu	green	vert	green	vert	color/blue/green	couleur/bleu/vert	ɔ̀yɔ̀ ɔ̀rú	ɔ̀yɔ̀ ɔ̀rú					GREEN	adjective
14,199	0	TebulUre	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́rɛ̀://wɛ́r-gɔ̀	wɛ́rɛ̀:	wɛ́r-gɔ̀				GREEN	adjective
14,2	0	Tiranige	green	vert	green	vert	color/blue/green	couleur/bleu/vert	kɔ̀y-kóló	kɔ̀y-kóló					GREEN	adjective
14,201	0	TogoKan	green	vert	green	vert	color/blue/green	couleur/bleu/vert	bèrù-ɔ̀rú	bèrù-ɔ̀rú					GREEN	adjective
14,202	0	TommoSoTongoTongo	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́rú	wɛ́rú					GREEN	adjective
14,203	0	ToroTegu	green	vert	green	vert	color/blue/green	couleur/bleu/vert	sɔ̀lɔ̀-ɔ̀rú	sɔ̀lɔ̀-ɔ̀rú					GREEN	adjective
14,204	0	YandaDom	green	vert	green	vert	color/blue/green	couleur/bleu/vert	vɛ̀rú	vɛ̀rú					GREEN	adjective
14,205	0	YornoSo	green	vert	green	vert	color/blue/green	couleur/bleu/vert	wɛ́r	wɛ́r					GREEN	adjective
14,206	0	BankanTey	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	búlà-búlà	búlà-búlà					BLUE	adjective
14,207	0	BenTey	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bó:gúm, bùlɔ̀-búlɔ̀	bó:gúm					BLUE	adjective
14,207	1	BenTey	blue	bleu					bó:gúm, bùlɔ̀-búlɔ̀	bùlɔ̀-búlɔ̀						adjective
14,208	0	Bunoge	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlà-bùlà	bùlà-bùlà					BLUE	adjective
14,209	0	DogulDomBendiely	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	blɔ́-blɔ́	blɔ́-blɔ́					BLUE	adjective
14,21	0	JamsayGourou	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlɛ̀búlɛ̀	bùlɛ̀búlɛ̀					BLUE	adjective
14,211	0	JamsayDouentza	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlɔ̀-búlɔ́, yàrù-mànà jèjú	bùlɔ̀-búlɔ́					BLUE	adjective
14,211	1	JamsayDouentza	blue	bleu					bùlɔ̀-búlɔ́, yàrù-mànà jèjú	yàrù-mànà jèjú						adjective
14,212	0	Mombo	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	búlɔ́búlɔ̀	búlɔ́búlɔ̀					BLUE	adjective
14,213	0	BonduSoNajamba	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlà-búlà\\bùlà-búlà-ŋgò	bùlà-búlà	bùlà-búlà-ŋgò				BLUE	adjective
14,214	0	Nanga	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bógí, búlà-búlà	bógí					BLUE	adjective
14,214	1	Nanga	blue	bleu					bógí, búlà-búlà	búlà-búlà						adjective
14,215	0	Penange	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	búlá-búlà	búlá-búlà					BLUE	adjective
14,216	0	PergeTegu	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlɔ̀-búlɔ̀	bùlɔ̀-búlɔ̀					BLUE	adjective
14,217	0	Tiranige	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlà-bùlá	bùlà-bùlá					BLUE	adjective
14,218	0	TogoKan	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	yɛ́rú	yɛ́rú					BLUE	adjective
14,219	0	TommoSoTongoTongo	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlɔ̀-búlɔ́, àlà-kàlà gìɲɲí-yé	bùlɔ̀-búlɔ́					BLUE	adjective
14,219	1	TommoSoTongoTongo	blue	bleu					bùlɔ̀-búlɔ́, àlà-kàlà gìɲɲí-yé	àlà-kàlà gìɲɲí-yé						adjective
14,22	0	ToroTegu	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	búlà	búlà					BLUE	adjective
14,221	0	YandaDom	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlɔ̀-búlɔ̀	bùlɔ̀-búlɔ̀					BLUE	adjective
14,222	0	YornoSo	blue	bleu	blue	bleu	color/blue/green	couleur/bleu/vert	bùlɔ̀-búlɔ̀	bùlɔ̀-búlɔ̀					BLUE	adjective
14,223	0	Ampari	red (including brown and orange)	rouge (y compris brun et orange)	red	rouge	color/red/yellow	couleur/rouge/jaune	bɔ̀:mbɛ̀ (bɔ̀:mbɛ̀ gé)	bɔ̀:mbɛ̀	bɔ̀:mbɛ̀ gé				RED	adjective
14,224	0	BankanTey	red (including brown and orange)	rouge (y compris brun et orange)	red	rouge	color/red/yellow	couleur/rouge/jaune	bàrⁿâyⁿ	bàrⁿâyⁿ					RED	adjective
14,225	0	BenTey	red (including brown and orange)	rouge (y compris brun et orange)	red	rouge	color/red/yellow	couleur/rouge/jaune	bárⁿà-wⁿ\\bárⁿà-m\\bárⁿà-yɛ̀	bárⁿà-wⁿ	bárⁿà-m				RED	adjective
14,226	0	Bunoge	red (including brown and orange)	rouge (y compris brun et orange)	red	rouge	color/red/yellow	couleur/rouge/jaune	bɔ̀w	bɔ̀w					RED	adjective
